"","date","party","state","text","before_after"
"419",2007-11-07,"D","MD","and unjustified discrimination against gay and lesbian americans. it could be gays and lesbians. there is little doubt that gay and lesbian americans are too often the object of discrimination. it is legal to fire or refuse to hire someone simply because they are gay or lesbian. to gays and lesbians. agallup poll in may of this year found that 89 percent of *the american people support equal treatment for gays and lesbians regarding employment opportunities. legislation tor promote fairness in employment for gays and lesbians at the national level is long overdue.","before"
"420",2007-12-04,"D","MD","a 2005 cdc study of 1.700 gay men in five cities found that african american men were infected at nearly twice the rate of whites. these trends persist despite there being little difference between the sexual practices of white and african american gay men.","before"
"421",2008-01-29,"D","MD","gays.","before"
"422",2008-04-22,"D","MD","we have come a long way since senator gaylord nelson and dennis hayes organized their nationwide grassroots demonstration on behalf of the environment in the spring of 1970.","before"
"423",2008-07-10,"R","MD","and we better be prepared to respond."" the next chart is a quote from major franz gayl.","before"
"424",2009-06-25,"D","MD","was murdered in his high school because he was gay. there was also a five year high in victimization rates in 2007 toward lesbian. gay. bisexual and transgendered individuals.","before"
"425",2009-07-15,"D","MD","because he was gay.","before"
"426",2010-04-21,"D","MD","the late senator gaylord nelson (dwi). it is fitting that we pause to remember the vision of its remarkable founder gaylord nelson and recommit ourselves to the necessity of a healthy and sustainable environment that was his lifes work.","before"
"427",2010-12-15,"D","MD","some say that our troops are unwilling or apprehensive about serving with gays in the military. you are serving with gays in this body. you are interfacing with gays every day in the staffs on both sides of this capitol. ""we have gay men and women."" one fighter said. no one cared he was gay."" why? they were discharged simply because they were gay. but one thing was always holding me back: im gay. we cannot afford to turn away talented and patriotic soldiers simply because they are gay.","before"
"428",2010-12-22,"D","MD","franz gayl. gayl blew the whistle on significant delays in the acquisition processdelays that were costing marines their lives in iraq. gayl on troop protection. gayl remains at risk of losing his job. gayl.","before"
"429",2011-06-23,"D","MD","baltimore city built its new peoples court building at fallsway and gay streets.","before"
"430",2011-07-07,"D","MD","13.500 gay men and women were discharged simply because of who they were. i urge my colleagues to oppose both amendments which put partisan belief in the exclusion of gays above the strength of our military.","before"
"431",2011-10-04,"D","MD","constituents abeba and lene tsegaye.","before"
"432",2012-05-15,"D","MD","whether they are citizen survivors or theyre immigrant women or they require cultural and linguistic services or theyre lesbians and gays and transgender people in relationships that also require services. and for the lgbt community. lgbt populations. one of the most horrible calls that i responded to on a hotline was a woman in a lesbian relationship that was abusive and the difficulty of getting her into a program and services that were uniquely tailored to make sure that she could live safely. if you are from the lgbt community. or whether you are in the lgbt community that you have the full protections of the law against experiencing violence in your intimate relationships. that would tip the scales against the lgbt community.","before"
"433",2012-05-16,"D","MD","for lesbian and gay men and women.","before"
"434",2012-12-20,"D","MD","dont tell policy and the open service of courageous gay and lesbian servicemembers.","before"
"435",2013-02-07,"D","MD","the senatepassed version of the law includes measures to ensure that victims are not denied services because they are gay or transgender.","after"
"436",2013-02-28,"D","MD","for lgbt americans.","after"
"437",2013-06-27,"D","MD","i rise today in recognition of lesbian. gay. bisexual. and transgender. lgbt. members of the lgbt community have helped this country become a leader in so many fields. lgbt individuals have been integral in forging this nation into what it is today. shortly thereafter the modern day gay rights movement began to take shape. this june we should recognize the remarkable contributions lgbt americans have made to this nation. sacrifice and determination that has defined the lgbt movement. the issues facing the lgbt community are important to all americans. members of the lgbt community should feel free and safe to be who they are. the lgbt community has been part of americas storied past.","after"
