"","date","party","state","text"
"189",2013-05-07,"D","CO","its still perfectly legal in this day and age for an employer to fire an employee just because theyre gay and what they do in their off work time."
"190",2013-07-18,"D","CO","including an amendment that i authored that would combat bullying and harassment against lesbian. gay. bisexual. and transgender students. kids who are perceived to be gay or lesbian are subjected to pervasive discrimination. surveys indicate that as many as 9 in i0 lgbt students have been bullied. a young man named carlos in new mexico took his own life after being bullied and called derogatory lgbt names since the age of 8. too many lgbt students and their families often have limited recourses to fight this kind of discrimination that makes schools an unsafe and unwelcome learning environment for them. my amendment would simply provide protections for lgbt students to ensure that all students have access to public education in a safe environment. regardless of what people think of divisive social issues like gay marriage or other lgbt issues."
"191",2013-11-19,"D","CO","which would end workplace discrimination against gays and lesbians across our country."
"192",2013-12-04,"D","CO","while the other body has passed a bill that would prevent companies from discriminating against gay and lesbian employees with strong bipartisan support."
"193",2014-09-18,"D","CO","instead of protecting lgbt americans from being fired from their job just because of who they love or who they are."
"194",2014-11-13,"D","CO","the senate has acted on a bill that would prevent an employer from firing somebody just because they are gay or lesbian."
"195",2014-12-12,"D","CO","dont tell"" policy that had so shamefully kept gay and lesbian americans from openly serving their country in the armed forces."
"196",2015-04-14,"D","CO","and lgbt women fare even worse."
"197",2015-05-20,"D","CO","one item that happened in the last week is a 16yearold student from the atlanta public school system in georgia was attacked in his courtyard just because he was gay. like protecting lgbt students from discrimination. i would support this rule if it allowed debate about the student nondiscrimination act to make sure that lgbt students dont face bullying in our schools and so that it is a safe learning environment for all students."
"198",2015-07-08,"D","CO","we need a bill that protects lesbian. gay. bisexual. and transgender students from discrimination and bullying."
"199",2016-05-17,"D","CO","but i cant fathom why there would be a place in this bill about national defense for provisions that allow federal contractors to discriminate against lgbt employees."
"200",2016-07-06,"D","CO","americans have demanded meaningful action on gun violence in the wake of the worst mass shooting in americas history at the gay club in orlando just recently. targeted against the gay community."
"201",2016-07-07,"D","CO","pulse nightclub in orlando was a targeted act of terror against the gay community."
"202",2016-07-12,"D","CO","antigay statements."
"203",1981-01-19,"D","FL","congress will miss the leadership of senator gaylord nelson. it has been my pleasure to serve in the senate with gaylord."
"204",1982-08-17,"D","FL","william crockett daschle davis de is garsa deckard dellums denardis dicks dngell dixon donnelly dorgan dougherty dowdy downey dwyer dymally dyson early eckart edgar edwards (ca) english erdahl evans (de) evans (ia) evans (in) fary pascell faslo fenwick ferraro findley fish fithian flippo florio foglietta foley ford (mi) ford (tn) fountain fqwler ]frank frost applegate archer ashbrook atkinson badham bailey (mo) beard benedict bethune bliley broomfield brown (co) burgener butler byron campbell carman carney fuqua garcia gaydos gejdcnson gephardt gibbons gingrich glickman gonzales gore gray green gregg grisham guarini gunderson hall (oh) hamilton harkin heckler he ner hertel hollenbeck horton howard hoyer hughes hutto jacobs jef fords jenkins jones (nc) jones (ok) jones (tn) kastenmeter kennelly kildee kogovsek lafalce lantos leach lehman leland lent levitas long (la) long (md) lowry (wa) luken lundine markey martin (ny) martinez matsui mattox mavroules mccurdy mcdade mcgrath mchugh mica mikulski miller (ca) mineta minish mitchell (md) mitchell (ny) moakley molinari mollohan mott murphy murtha natcher nelligan nelson nowak clakar noes153 chapple cheney clausen coats collins (tx) conable conyers corcoran craig crane."
"205",1985-03-26,"R","FL","the articles follow: boys club gym dedicated (by jay gayoso) north lauderdale.-george schoenbacher was soft spoken and visibly uneasy sunday as he acknowledged the standing ovation at the opening of the boys club gymnasium dedicated in memory of his son."
"206",1985-06-27,"R","FL","other pensacola merchants who stock american flags include gayfers."
"207",1986-10-07,"D","FL","gaydos."
"208",1987-03-25,"R","FL","so we sent that letter to chairman gay. it certainly has been chairman gays procedure in the past to bring the democratic members of the committees proposal as a beginning point."
